title,description,artist,culture,country,teaserText,url,image,regularImage,largeImage,period,date,medium,general medium,accessionNumber,galleryInformation
"Portrait of a woman wearing a large bow in her hair, from the ""Girls"" series (T66), issued with Hunter Dog Cigarros by S. Monday &amp; Sons","Issued by S. Monday &amp; Sons, Brooklyn, New York","S. Monday & Sons, Brooklyn, New York",,unknown,"Issued by S. Monday &amp; Sons, Brooklyn, New YorkDate: ca. 1900<br/>Accession Number: 63.350.244.66.5",/art/collection/search/780271?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=538,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1900,20th century,Commercial photolithograph,Commercial photolithograph,63.350.244.66.5,Not on view
"Portrait of a woman with a feathered hat, from the ""Girls"" series (T66), issued with Hunter Dog Cigarros by S. Monday &amp; Sons","Issued by S. Monday &amp; Sons, Brooklyn, New York","S. Monday & Sons, Brooklyn, New York",,unknown,"Issued by S. Monday &amp; Sons, Brooklyn, New YorkDate: ca. 1900<br/>Accession Number: 63.350.244.66.11",/art/collection/search/780277?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=539,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1900,20th century,Commercial photolithograph,Commercial photolithograph,63.350.244.66.11,Not on view
"Portrait of a woman, half-length, from the ""Girls"" series (T66), issued with Hunter Dog Cigarros by S. Monday &amp; Sons","Issued by S. Monday &amp; Sons, Brooklyn, New York","S. Monday & Sons, Brooklyn, New York",,unknown,"Issued by S. Monday &amp; Sons, Brooklyn, New YorkDate: ca. 1900<br/>Accession Number: 63.350.244.66.7",/art/collection/search/780273?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=540,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1900,20th century,Commercial photolithograph,Commercial photolithograph,63.350.244.66.7,Not on view
"Portrait of a woman, seated, with her elbow resting on her knee, from the ""Girls"" series (T66), issued with Hunter Dog Cigarros by S. Monday &amp; Sons","Issued by S. Monday &amp; Sons, Brooklyn, New York","S. Monday & Sons, Brooklyn, New York",,unknown,"Issued by S. Monday &amp; Sons, Brooklyn, New YorkDate: ca. 1900<br/>Accession Number: 63.350.244.66.9",/art/collection/search/780275?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=541,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1900,20th century,Commercial photolithograph,Commercial photolithograph,63.350.244.66.9,Not on view
Portrait of a Young Boy with a Dog,"Wallerant Vaillant (Dutch, Lille 1623-1677 Amsterdam)",Wallerant Vaillant,,unknown,"Wallerant Vaillant (Dutch, Lille 1623-1677 Amsterdam) Date: mid-17th century<br/>Accession Number: 18.29.3",/art/collection/search/389234?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=542,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,mid-17th century,17th century,Mezzotint; third state of three,Mezzotint,18.29.3,Not on view
Potpourri Vase with Girl and Dog,Mennecy,Mennecy,"French, Mennecy",France,MennecyDate: ca. 1750-60<br/>Accession Number: 1982.60.263,/art/collection/search/207145?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=543,https://images.metmuseum.org/CRDImages/es/mobile-large/ES6167.jpg,es/web-additional/ES6167.jpg,es/web-large/ES6167.jpg,ca. 1750-60,18th century,Soft-paste porcelain,Soft-paste porcelain,1982.60.263,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2Mzc1MTg5LDQwLjc3OTM1NzgxQGxtQDU3MjExOTg3NDg2' target='_blank'>Gallery 543</a>
Power Figure: Male Riding Dog (Nkisi),,,Kongo peoples,Central Africa,Date: 19th-20th century<br/>Accession Number: 1978.412.531,/art/collection/search/310992?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=544,https://images.metmuseum.org/CRDImages/ao/mobile-large/DT9743.jpg,ao/web-additional/DT9743.jpg,ao/web-large/DT9743.jpg,19th-20th century,19th-20th century,"Wood, resin, glass, pigment",Wood,1.978.412.531,Not on view
The Prince Imperial with his Dog Nero,"SÃ¨vres Manufactory (French, 1740-present)",SÃ¨vres Manufactory,"French, SÃ¨vres",France,"SÃ¨vres Manufactory (French, 1740-present) Date: 1912<br/>Accession Number: 1972.79",/art/collection/search/205462?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=545,https://images.metmuseum.org/CRDImages/es/mobile-large/DP109835.jpg,es/web-additional/DP109835.jpg,es/web-large/DP109835.jpg,1912,20th century,Hard-paste biscuit porcelain,Hard-paste biscuit porcelain,1972.79,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2NDAyNjI0LDQwLjc3ODg0MDM5QGxtQDQzMDExMDExMTE5Ng==' target='_blank'>Gallery 556</a>
"Procris Giving Cephalus a Dog and a Javelin (Cephalus et iaculo inevitabili, et cane perniciÃŸimo a Procride donatur), from The Metamorphoses of Ovid (Metamorphosean Sive Transformationum), plate 70","Antonio Tempesta (Italian, Florence 1555-1630 Rome)",Antonio Tempesta,,unknown,"Antonio Tempesta (Italian, Florence 1555-1630 Rome) Date: Published after 1606<br/>Accession Number: 35.6(71)",/art/collection/search/402163?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=546,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,Published after 1606,17th century,Etching,Etching,35.6(71),Not on view
Procris returning the dog and javelin to Cephalus in the presence of Diana,"Etienne Delaune (French, Orléans 1518/19-1583 Strasbourg)",Etienne Delaune,,unknown,"Etienne Delaune (French, Orléans 1518/19-1583 Strasbourg) Date: 1573<br/>Accession Number: 26.50.14",/art/collection/search/748846?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=547,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1573,16th century,Engraving,Engraving,26.50.14,Not on view
Pug dog,,,"British, Staffordshire",Great Britain,Date: ca. 1720-40<br/>Accession Number: 1974.356.300,/art/collection/search/205865?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=548,https://images.metmuseum.org/CRDImages/es/mobile-large/DP-1174-037.jpg,es/web-additional/DP-1174-037.jpg,es/web-large/DP-1174-037.jpg,ca. 1720-40,18th century,Salt-glazed stoneware,Salt-glazed stoneware,1.974.356.300,Not on view
"The Rape of Ganymede by Jupiter in the guise of an eagle carrying him into the heavens, his dog barking below",,,,unknown,,,,,,,unknown,,,,
",Nicolas Beatrizet (French","Lunéville 1515-ca. 1566 Rome (?))""",Nicolas Beatrizet,,unknown,"Nicolas Beatrizet (French, Lunéville 1515-ca. 1566 Rome (?)) Date: 1542<br/>Accession Number: 50.567.25",/art/collection/search/679192?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=549,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP844289.jpg,dp/web-additional/DP844289.jpg,dp/web-large/DP844289.jpg,1542,16th century,Engraving,Engraving,50.567.25,Not on view
Rattle in the form of a bear hugging a small dog,,,"British, Staffordshire",Great Britain,Date: ca. 1740<br/>Accession Number: 45.12.39,/art/collection/search/199544?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=550,https://images.metmuseum.org/CRDImages/es/mobile-large/DP-12529-013.jpg,es/web-additional/DP-12529-013.jpg,es/web-large/DP-12529-013.jpg,ca. 1740,18th century,Salt-glazed stoneware,Salt-glazed stoneware,45.12.39,Not on view
Reclining Dog,,,Colima,Mexico,Date: 200 BCE-300 CE<br/>Accession Number: 2007.345.1,/art/collection/search/318964?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=551,https://images.metmuseum.org/CRDImages/ao/mobile-large/75B_18BR2.jpg,ao/web-additional/75B_18BR2.jpg,ao/web-large/75B_18BR2.jpg,200 BCE-300 CE,1000-0 BCE,Ceramic,Ceramic,2007.345.1,Not on view
Reclining dog,,,,unknown,Date: 664-30 B.C.<br/>Accession Number: 26.7.882,/art/collection/search/551827?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=552,https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-26_7_882_EGDP023549.jpg,eg/web-additional/LC-26_7_882_EGDP023549.jpg,eg/web-large/LC-26_7_882_EGDP023549.jpg,664-30 B.C.,1000-0 BCE,Pale green faience,Pale green faience,26.7.882,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MjQ4MDA3LDQwLjc3OTg5OTYyQGxtQDkzNTkzMjUxMDE0Mw==' target='_blank'>Gallery 134</a>
Reclining dog,,,"Italian, Naples",Italy,Date: 18th century<br/>Accession Number: L.1990.81.43,/art/collection/search/208662?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=553,https://images.metmuseum.org/CRDImages/es/mobile-large/selby43.jpg,es/web-additional/selby43.jpg,es/web-large/selby43.jpg,18th century,18th century,CrÃ¨che,CrÃ¨che,L.1990.81.43,Not on view
Recumbent Dog,Accession Number: 2015.500.5.9,,China,China,Accession Number: 2015.500.5.9,/art/collection/search/39836?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=554,https://images.metmuseum.org/CRDImages/as/mobile-large/DP701739.jpg,as/web-additional/DP701739.jpg,as/web-large/DP701739.jpg,,unknown,Jade,Jade,2015.500.5.9,Not on view
Recumbent Dog Amulet,,,,unknown,Date: ca. 2150-2100 B.C.<br/>Accession Number: 59.103.41,/art/collection/search/570950?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=555,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 2150-2100 B.C.,3000-2000 BCE,Ivory,Ivory,,
",59.103.41,Not on view",,,,unknown,,,,,,,unknown,,,,
Recumbent Dog Amulet,,,,unknown,Date: ca. 2150-2100 B.C.<br/>Accession Number: 59.103.40,/art/collection/search/570949?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=556,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 2150-2100 B.C.,3000-2000 BCE,Ivory,Ivory,,
",59.103.40,Not on view",,,,unknown,,,,,,,unknown,,,,
Recumbent Dog Amulet,,,,unknown,Date: ca. 2150-2100 B.C.<br/>Accession Number: 59.103.32,/art/collection/search/570941?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=557,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 2150-2100 B.C.,3000-2000 BCE,Ivory,Ivory,,
",59.103.32,Not on view",,,,unknown,,,,,,,unknown,,,,
Recumbent Dog Amulet,,,,unknown,Date: ca. 2150-2100 B.C.<br/>Accession Number: 59.103.33,/art/collection/search/570942?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=558,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 2150-2100 B.C.,3000-2000 BCE,Ivory,Ivory,,
",59.103.33,Not on view",,,,unknown,,,,,,,unknown,,,,
Recumbent Dog Amulet,,,,unknown,Date: ca. 2150-2100 B.C.<br/>Accession Number: 59.103.28,/art/collection/search/570937?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=559,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 2150-2100 B.C.,3000-2000 BCE,Ivory,Ivory,,
",59.103.28,Not on view",,,,unknown,,,,,,,unknown,,,,
Recumbent Dog Amulet,,,,unknown,Date: ca. 2150-2100 B.C.<br/>Accession Number: 59.103.36,/art/collection/search/570945?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=560,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 2150-2100 B.C.,3000-2000 BCE,Ivory,Ivory,,
",59.103.36,Not on view",,,,unknown,,,,,,,unknown,,,,
Recumbent Dog Amulet,,,,unknown,Date: ca. 2150-2100 B.C.<br/>Accession Number: 59.103.37,/art/collection/search/570946?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=561,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 2150-2100 B.C.,3000-2000 BCE,Ivory,Ivory,,
",59.103.37,Not on view",,,,unknown,,,,,,,unknown,,,,
Recumbent Dog Amulet,,,,unknown,Date: ca. 2150-2100 B.C.<br/>Accession Number: 59.103.29,/art/collection/search/570938?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=562,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 2150-2100 B.C.,3000-2000 BCE,Ivory,Ivory,,
",59.103.29,Not on view",,,,unknown,,,,,,,unknown,,,,
Recumbent Dog Amulet,,,,unknown,Date: ca. 2150-2100 B.C.<br/>Accession Number: 59.103.38,/art/collection/search/570947?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=563,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 2150-2100 B.C.,3000-2000 BCE,Ivory,Ivory,,
",59.103.38,Not on view",,,,unknown,,,,,,,unknown,,,,
Recumbent Dog Amulet,,,,unknown,Date: ca. 2150-2100 B.C.<br/>Accession Number: 59.103.27,/art/collection/search/570936?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=564,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 2150-2100 B.C.,3000-2000 BCE,Ivory,Ivory,,
",59.103.27,Not on view",,,,unknown,,,,,,,unknown,,,,
Recumbent Dog Amulet,,,,unknown,Date: ca. 2150-2100 B.C.<br/>Accession Number: 59.103.39,/art/collection/search/570948?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=565,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 2150-2100 B.C.,3000-2000 BCE,Ivory,Ivory,,
",59.103.39,Not on view",,,,unknown,,,,,,,unknown,,,,
Recumbent Dog Amulet,,,,unknown,Date: ca. 2150-2100 B.C.<br/>Accession Number: 59.103.34,/art/collection/search/570943?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=566,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 2150-2100 B.C.,3000-2000 BCE,Ivory,Ivory,,
",59.103.34,Not on view",,,,unknown,,,,,,,unknown,,,,
Recumbent Dog Amulet,,,,unknown,Date: ca. 2150-2100 B.C.<br/>Accession Number: 59.103.30,/art/collection/search/570939?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=567,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 2150-2100 B.C.,3000-2000 BCE,Ivory,Ivory,,
",59.103.30,Not on view",,,,unknown,,,,,,,unknown,,,,
Recumbent Dog Amulet,,,,unknown,Date: ca. 2150-2100 B.C.<br/>Accession Number: 59.103.35,/art/collection/search/570944?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=568,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 2150-2100 B.C.,3000-2000 BCE,Ivory,Ivory,,
",59.103.35,Not on view",,,,unknown,,,,,,,unknown,,,,
Recumbent Dog Amulet,,,,unknown,Date: ca. 2150-2100 B.C.<br/>Accession Number: 59.103.31,/art/collection/search/570940?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=569,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 2150-2100 B.C.,3000-2000 BCE,Ivory,Ivory,,
",59.103.31,Not on view",,,,unknown,,,,,,,unknown,,,,
Recumbent dog amulet,,,,unknown,Date: 200 BC-200 AD<br/>Accession Number: 30.8.355,/art/collection/search/559975?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=570,https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-30_8_355_EGDP023575.jpg,eg/web-additional/LC-30_8_355_EGDP023575.jpg,eg/web-large/LC-30_8_355_EGDP023575.jpg,200 BC-200 AD,1000-0 BCE,Chalcedony,Chalcedony,30.8.355,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MjQ4MDA3LDQwLjc3OTg5OTYyQGxtQDkzNTkzMjUxMDE0Mw==' target='_blank'>Gallery 134</a>
The red dog (Le chien rouge),"Brigitte Coudrain (French, born Paris, 1934)",Brigitte Coudrain,,unknown,"Brigitte Coudrain (French, born Paris, 1934) Date: 1964<br/>Accession Number: 67.741(8)",/art/collection/search/819664?&searchField=Title&sortBy=Title&ft=dog&offset=500&rpp=100&amp;pos=571,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1964,20th century,Etching,Etching,67.741(8),Not on view
